content,sentiment
i knowwww i cant deal this life is not for me,sad
thats the crazy pa was for but reasons include quotfull schedulequot amp quottravelling with his daughterquot so not cool,sad
well i am on the right side of thiy,sad
im disgusted as well and baron spelling lessons homie haha its quoteffoquot and quotteamquot r u shwasty shloshed i love you,sad
i do want to go for peaches but also miss kittin pendulum chaseampstatus and the bloody beetroots its not fair,sad
jess is invited just not me i feel really unloved by u and aj right now hahaha,sad
i guess you are not interested,sad
i mean give lol with a finger then crash her car lol jk thats bad just ignore her,sad
n u cant change your profile backgroud neither,sad
aww hey i didnt know this was you lol im sick no outtie for me,sad
i miss my neice cant wait to see her bad n grown ass lol,sad
i try pretty hard to engage everyone i follow some of them lack interesting shit to say so they end up unfollowed,sad
when hes there he wasnt there today sadness,sad
i feel your pain i once lived in an apt for mos where the previous tenant had cats burning eyestight lungs gregg,sad
dang of course im just jealous cuz i didnt think of it first,sad
yeah its not available on public market yet but will be soon looking forward im sunburnt arms are itching boo hoo,sad
i would love to see the sun again it has been raining here for days now,sad
thanks i decided to just give up on my old hq and go with this account scoundrels won,sad
but that is such a bummer you couldnt get your book signed sigh,sad
good luck haha i loved your character in the bring it on in it to win it movie,sad
wont need my hugs anymore,sad
at freddies having a cotch and ladyhawke is here just missing you my bajan beauty,sad
its best if i check it while it is up when its down i cant really see anything,sad
how tough was that just wanted to hug her like my own,sad
would like to swapim sitting with grumpies,sad
yep or it should b automatic that if u fall someone that person does or smthng like that but the way it is sucks,sad
so sad that schools have to close,sad
shut your face why are you so mean to me pedro is supposed to be the mean one,sad
my three most hated words are quotsee you mondayquot,sad
have fun without meee im going to missss youu,sad
i really miss you right now,sad
im on mobile web and it wont let me it looks awesome thoughand no one reads my tweets anyway,sad
sorry mom i didnt mean to i shouldnt have tweeted that you are already having a hard day love you,sad
most definately they are having a hard time cuz im so young amp never saw this but i wrkd hard making cars amp now im disabled,sad
sad but true i shouldnt right,sad
hiya missed you too what have you been up to,sad
did u watch the day the eah stood still did u not see my bye when u got dc im sad i left and now ur gone ilylt,sad
yeah i know been dealin with it for over yrs now,sad
you guys gonna tour with sho stack again i missed your last tour me friend went and said it was mad,sad
shame about your job have you thought about working for yourself theres big money to be paid httpbitlyml,sad
i am like the most saddest person on jtv right now because you are not on,sad
you suck majorly im swampedso why am i on twitteri dont knowbut still a golf tournament,sad
probably sucks for you,sad
was able to create an itunes acct but can no longer redeem the kris allen album note said it got canceled,sad
i didnt see it last night oh well but i have to watch it in theaters thats a must,sad
u never sent me carrie ur an asshole but an asshole that i miss,sad
when you put it that way it doesnt make much sense does it rotfl,sad
im good just bored at work,sad
ouch i hate it when that happens,sad
i need horror to be lovecraftian actually not enough weird horror movies,sad
ive been sat sunbathing in the bombed out church all day and left and missed you,sad
awwwww snaaaap jimmaaayy you are the man with hookups too bad im so far away,sad
i have been failing at cooking lately makin me sad duno how to cook for less than an army i need to practice flour toillas,sad
i didnt include that in my getaway music i fail,sad
i think he is wish we could give him a tear or some blood to make him feel better,sad
unfounately im not someones squatting on that,sad
will have to wait on the recipe at simply recipes sorries,sad
and im not getting another one theres only alfie,sad
haha lol where have you been goingi havent really been out lolive been a hobbitn my mums like keep revisin beck,sad
yep which sucks because i thought somewhere it said it was,sad
i do but im on a strict diet ugh i feel like if i cheat for one day ill throw everything up,sad
so sorry i missed it,sad
looks like they dialed it in a lotpayed attention to all the small but impoant details in gameplaystill no blood tho,sad
its depressing im stuck inside all day,sad
i applaud you for accepting gay marriage i have rels that are born again that hate me for it,sad
urghgrime me no likey,sad
whats wrong how come u in pain,sad
more nightmares huggles,sad
yeah but no new material,sad
ive missed one this year its the forbidden fruit of all the trees in the garden i munch in disappointment on that one,sad
hate u i have wait one week to see it cuz here pueo rico is still coming soon,sad
morning john yes i do however i have a diary clash and sadly cant attend,sad
cool not a big user of dm though,sad
being in your room makes me sad,sad
just saw the webc awesome i loved all the songs im sad cuz i couldnt be there had wake up early and it staed at am,sad
movie out today but i cant go see it,sad
kewl i only got my iphone and gotta hope it lasts all weekend only got a shuffle might bring that anyways see ya am,sad
still no direct message for me what the hell am i complaining about ill c ya in if u dont answer ill ask in,sad
actually i wish i was back in tahoe i miss it there,sad
gnight jonathan i tried to stay up i really did i cant wait till ur in my timezone will be so much easier then,sad
going so soon i was hoping to hear late nite humor from you,sad
i wish i was thereive just moved from san diego to wa and im very depressed i miss sunny san diegoooooooo,sad
understands you its long the hour,sad
welcome back im stuck in jury duty today,sad
